,xmin,ymin,xmax,ymax,confidence,class,name
0,1179.448486328125,159.42503356933594,1426.93212890625,354.9287109375,0.9234359264373779,2,car
1,1631.840087890625,0.1182861328125,1919.506103515625,1067.2489013671875,0.9104968905448914,0,person
2,0.726837158203125,160.5530548095703,153.0098876953125,292.60760498046875,0.8889879584312439,2,car
3,7.4060211181640625,969.201416015625,205.31675720214844,1080.0,0.841823399066925,14,bird
4,1480.7596435546875,168.5517120361328,1563.485595703125,228.06414794921875,0.836008608341217,2,car
5,1193.2435302734375,815.01953125,1260.1220703125,896.0045166015625,0.815737247467041,14,bird
6,1063.1888427734375,629.5953369140625,1165.52685546875,689.3259887695312,0.8044582009315491,14,bird
7,321.09210205078125,159.9326629638672,611.1255493164062,254.69642639160156,0.7587935328483582,2,car
8,1648.826416015625,710.2322998046875,1740.52490234375,772.6286010742188,0.7519658803939819,14,bird
9,987.2587890625,627.802734375,1051.4432373046875,681.6630859375,0.7494415044784546,14,bird
10,705.4904174804688,162.13865661621094,794.0928955078125,237.24989318847656,0.7273620963096619,2,car
11,559.2179565429688,152.8086700439453,665.7933959960938,246.79844665527344,0.6835148334503174,2,car
12,651.221923828125,163.49697875976562,736.9299926757812,240.5504608154297,0.6762672662734985,2,car
13,854.2679443359375,166.81576538085938,907.9612426757812,225.05149841308594,0.605638861656189,2,car
14,896.5093383789062,166.59732055664062,962.005615234375,223.7029266357422,0.593231201171875,2,car
15,0.0,235.67381286621094,55.16122055053711,904.5210571289062,0.5899606347084045,0,person
16,1117.498291015625,552.3506469726562,1150.581298828125,597.0472412109375,0.5373583436012268,14,bird
17,1029.9476318359375,165.6648712158203,1106.848388671875,247.72299194335938,0.5191076993942261,2,car
18,954.559814453125,160.38491821289062,1049.6180419921875,215.0379638671875,0.37120506167411804,2,car
19,1386.40234375,509.0627746582031,1419.9931640625,551.3164672851562,0.35562700033187866,14,bird
20,933.3709716796875,158.54879760742188,985.0980834960938,214.11695861816406,0.28360646963119507,2,car
