,xmin,ymin,xmax,ymax,confidence,class,name
0,340.6595153808594,76.52812957763672,645.6093139648438,827.2647094726562,0.930830717086792,0,person
1,1179.1885986328125,162.48275756835938,1426.1417236328125,357.6698913574219,0.9252265095710754,2,car
2,164.1322784423828,83.44310760498047,360.7923889160156,671.2335205078125,0.9250860214233398,0,person
3,914.8714599609375,166.2520294189453,1046.21337890625,273.9326477050781,0.8903683423995972,2,car
4,0.8749637603759766,164.8976593017578,152.71023559570312,295.7662353515625,0.8863987326622009,2,car
5,1478.8970947265625,167.24830627441406,1563.1527099609375,232.5330047607422,0.844768762588501,2,car
6,1026.71630859375,775.926513671875,1120.5673828125,868.3110961914062,0.8305140733718872,14,bird
7,1251.9293212890625,590.9736328125,1293.577880859375,666.0772094726562,0.7992602586746216,14,bird
8,967.6126098632812,622.9171752929688,1064.1929931640625,673.9266357421875,0.7894532084465027,14,bird
9,1631.69873046875,715.0235595703125,1694.4456787109375,782.735595703125,0.7609715461730957,14,bird
10,700.2678833007812,165.19638061523438,793.3474731445312,239.439697265625,0.7116719484329224,2,car
11,854.5362548828125,170.32154846191406,921.4114990234375,228.4720458984375,0.6879156231880188,2,car
12,1741.290283203125,543.5390625,1780.61181640625,593.7184448242188,0.674614429473877,14,bird
13,558.132568359375,156.1977996826172,663.72802734375,250.566650390625,0.6387850642204285,2,car
14,649.0805053710938,164.66030883789062,732.8834838867188,244.28907775878906,0.634199321269989,2,car
15,568.3529052734375,476.1240539550781,647.3863525390625,681.6207275390625,0.5903933644294739,26,handbag
16,1488.323974609375,504.71685791015625,1564.8399658203125,549.499755859375,0.5742010474205017,14,bird
17,1580.199462890625,153.92738342285156,1659.7012939453125,207.83322143554688,0.392102986574173,2,car
18,1187.9716796875,557.716552734375,1232.8131103515625,598.2393798828125,0.27295905351638794,14,bird
