,xmin,ymin,xmax,ymax,confidence,class,name
0,159.57403564453125,182.0492401123047,522.9337768554688,389.9512023925781,0.9291656613349915,2,car
1,1181.117919921875,163.20730590820312,1453.2711181640625,359.2574157714844,0.9167107939720154,2,car
2,851.6174926757812,105.61235809326172,981.6644897460938,481.54315185546875,0.9068171977996826,0,person
3,0.8825111389160156,166.53604125976562,156.98776245117188,295.0698547363281,0.8880915641784668,2,car
4,686.4972534179688,117.26277923583984,861.3845825195312,559.421630859375,0.859391987323761,0,person
5,969.7979736328125,128.8375244140625,1083.856689453125,484.2931213378906,0.8592538237571716,0,person
6,1482.0306396484375,175.3098907470703,1567.491943359375,234.23670959472656,0.8158258199691772,2,car
7,432.4070739746094,907.4560546875,581.2691650390625,1019.0963745117188,0.7564716339111328,14,bird
8,1011.3648071289062,868.8702392578125,1153.4937744140625,1010.7958374023438,0.6867727041244507,14,bird
9,628.4473876953125,963.000244140625,741.9068603515625,1066.2930908203125,0.6783173680305481,14,bird
10,107.24210357666016,930.1682739257812,192.3922576904297,1029.4683837890625,0.6564929485321045,14,bird
11,559.961181640625,156.29928588867188,673.0297241210938,249.7418975830078,0.6449075937271118,2,car
12,1371.9700927734375,857.0386962890625,1473.2701416015625,960.2612915039062,0.6125879287719727,14,bird
13,162.7093963623047,157.73007202148438,205.4075469970703,241.15567016601562,0.5806478261947632,0,person
14,1676.262451171875,849.6079711914062,1819.20849609375,932.871337890625,0.5667555332183838,14,bird
15,1883.5762939453125,968.7861328125,1920.0,1053.1556396484375,0.5573934316635132,14,bird
16,1496.0755615234375,823.9634399414062,1562.794189453125,929.514404296875,0.5411900877952576,14,bird
17,408.2435607910156,160.815673828125,652.9833374023438,253.37118530273438,0.5140128135681152,2,car
18,775.7029418945312,892.1438598632812,865.0554809570312,995.4039916992188,0.5135582089424133,14,bird
19,196.2195281982422,900.437255859375,347.583251953125,989.5001220703125,0.49129077792167664,14,bird
20,39.61185073852539,788.4298706054688,165.1890106201172,878.4267578125,0.48206400871276855,14,bird
21,511.2894287109375,861.6466064453125,651.6797485351562,941.899169921875,0.47890305519104004,14,bird
22,653.1714477539062,162.268310546875,731.3441162109375,240.91160583496094,0.40813297033309937,2,car
23,1550.570068359375,165.00869750976562,1605.3629150390625,206.079345703125,0.3921342194080353,2,car
24,833.2686767578125,822.1754760742188,972.8759765625,903.0487670898438,0.3765699565410614,14,bird
25,498.46044921875,823.14404296875,621.9614868164062,884.4818115234375,0.36517634987831116,14,bird
26,1214.543701171875,787.6840209960938,1349.9490966796875,892.8792114257812,0.33616021275520325,14,bird
27,252.96878051757812,825.6006469726562,366.62274169921875,908.3040771484375,0.31173598766326904,14,bird
28,1164.824951171875,824.8475341796875,1233.7257080078125,906.808837890625,0.2845746576786041,14,bird
29,1024.174072265625,840.6132202148438,1158.5048828125,918.5956420898438,0.27445051074028015,14,bird
30,68.95120239257812,638.8109130859375,128.34164428710938,737.4385986328125,0.2737124562263489,14,bird
31,89.60957336425781,754.6704711914062,202.57859802246094,822.8867797851562,0.26981067657470703,14,bird
32,1603.2752685546875,767.00927734375,1676.703857421875,866.869140625,0.2561388909816742,14,bird
33,1718.0013427734375,786.6575927734375,1817.911376953125,865.3239135742188,0.25226330757141113,14,bird
34,744.13525390625,757.6375732421875,790.4484252929688,869.5032958984375,0.25091317296028137,14,bird
