,xmin,ymin,xmax,ymax,confidence,class,name
0,1.1272315979003906,163.00433349609375,157.80661010742188,291.6942443847656,0.8995552062988281,2,car
1,1484.5257568359375,171.82760620117188,1569.901611328125,228.2233123779297,0.8130049705505371,2,car
2,1251.62451171875,119.38311767578125,1337.67822265625,371.7484130859375,0.7844185829162598,0,person
3,1358.9498291015625,128.62957763671875,1466.0518798828125,392.5243225097656,0.782436192035675,0,person
4,851.2808227539062,874.3046264648438,978.7116088867188,958.9597778320312,0.761038601398468,14,bird
5,327.1809387207031,160.9214324951172,598.7047119140625,254.73208618164062,0.7354720830917358,2,car
6,59.91426467895508,812.7920532226562,190.01559448242188,884.9143676757812,0.7128486037254333,14,bird
7,1009.30078125,897.1688232421875,1157.6005859375,999.6209106445312,0.7013258934020996,14,bird
8,719.593994140625,161.2151641845703,800.868896484375,236.48876953125,0.6904939413070679,2,car
9,656.538330078125,162.3125762939453,746.4852294921875,238.81527709960938,0.6780621409416199,2,car
10,1799.1683349609375,946.8577880859375,1913.810302734375,1057.822265625,0.6769765019416809,14,bird
11,1642.445068359375,1020.9107666015625,1805.0361328125,1079.917236328125,0.6754021644592285,14,bird
12,1695.7255859375,875.6746215820312,1774.3961181640625,960.3841552734375,0.6591256856918335,14,bird
13,563.8094482421875,151.98695373535156,673.1856689453125,245.63490295410156,0.6468203067779541,2,car
14,1329.5048828125,126.28846740722656,1403.3758544921875,372.81134033203125,0.6431478261947632,0,person
15,374.7242431640625,860.5531005859375,455.5042419433594,955.1276245117188,0.641170084476471,14,bird
16,756.0128173828125,837.1828002929688,822.7987060546875,927.1148681640625,0.6397219896316528,14,bird
17,856.9202270507812,167.10284423828125,919.8616333007812,226.52011108398438,0.613734245300293,2,car
18,478.22711181640625,860.706298828125,586.052490234375,966.1166381835938,0.6026434898376465,14,bird
19,904.1537475585938,166.88380432128906,967.3493041992188,224.4853057861328,0.5929982662200928,2,car
20,351.7326965332031,732.214111328125,498.2925109863281,814.5256958007812,0.5759015679359436,14,bird
21,1481.49462890625,824.8280639648438,1593.112060546875,892.4139404296875,0.5665029287338257,14,bird
22,254.88575744628906,858.82421875,344.08380126953125,948.7141723632812,0.5640081763267517,14,bird
23,1194.909912109375,161.2196502685547,1355.0386962890625,364.3374328613281,0.5353066325187683,2,car
24,0.0,752.6078491210938,71.4903793334961,839.4139404296875,0.49501505494117737,14,bird
25,182.92803955078125,829.1544799804688,297.3817138671875,905.7073974609375,0.48542872071266174,14,bird
26,1017.3199462890625,162.681396484375,1056.0948486328125,213.31582641601562,0.47665414214134216,2,car
27,683.15185546875,792.83203125,765.4595336914062,873.2748413085938,0.4567214548587799,14,bird
28,1174.629638671875,828.5679931640625,1351.63330078125,926.0181884765625,0.45125052332878113,14,bird
29,792.1600341796875,699.1057739257812,914.6398315429688,790.0459594726562,0.37272021174430847,14,bird
30,569.7297973632812,801.0885009765625,629.7989501953125,868.2030639648438,0.35154038667678833,14,bird
31,66.55633544921875,711.0995483398438,148.64556884765625,777.2193603515625,0.3501206338405609,14,bird
32,1788.0040283203125,722.6688842773438,1919.5814208984375,814.5562744140625,0.34341877698898315,14,bird
33,1463.8397216796875,738.0399169921875,1594.55419921875,815.818359375,0.33408546447753906,14,bird
34,1551.0850830078125,162.49314880371094,1594.136474609375,197.05604553222656,0.3245888650417328,2,car
35,941.9930419921875,158.16659545898438,986.7041015625,210.72994995117188,0.29158827662467957,2,car
36,699.7049560546875,606.896240234375,777.5333862304688,707.4043579101562,0.28780198097229004,14,bird
37,1657.5418701171875,711.3709716796875,1738.8641357421875,786.6168823242188,0.2874123156070709,14,bird
38,349.3348388671875,634.2384643554688,421.6071472167969,700.22607421875,0.2851598560810089,14,bird
39,259.6815490722656,593.0594482421875,331.9897766113281,660.6405029296875,0.2829413115978241,14,bird
40,562.0075073242188,145.86233520507812,653.2930908203125,179.9112548828125,0.2764561176300049,2,car
